35	48.75	41.80	14.36	80	10.00	1	1	0	2	2.87	1.91	0.00	2.87	1.91	0.00    2.87	1.91	0.00	2.87	1.91	0.00
36	46.36	40.42	13.71	80	10.00	1	1	0	1	4.11	2.74	0.00	4.11	2.74	0.00    4.11	2.74	0.00	4.11	2.74	0.00
37	47.47	38.17	21.14	80	10.00	1	1	0	1	6.34	4.23	0.00	6.34	4.23	0.00    6.34	4.23	0.00	6.34	4.23	0.00
38	46.82	40.21	24.86	80	10.00	1	1	1	1	2.49	1.66	0.00	2.49	1.66	0.00    2.49	1.66	0.00	2.49	1.66	0.00
39	48.05	40.66	1.79	80	10.00	1	1	1	1	2.14	1.43	0.00	2.14	1.43	0.00    2.14	1.43	0.00	2.14	1.43	0.00
40	48.78	41.27	8.29	80	10.00	1	1	0	1	2.49	1.66	0.00	2.49	1.66	0.00    2.49	1.66	0.00	2.49	1.66	0.00
41	47.83	41.44	29.14	80	10.00	1	1	0	1	4.37	2.91	0.00	4.37	2.91	0.00    4.37	2.91	0.00	4.37	2.91	0.00
42	47.77	41.92	25.14	80	10.00	1	1	0	1	3.77	2.51	0.00	3.77	2.51	0.00    3.77	2.51	0.00	3.77	2.51	0.00
43	48.12	39.23	4.00	80	10.00	1	1	0	1	4.80	3.20	0.00	4.80	3.20	0.00    4.80	3.20	0.00	4.80	3.20	0.00
44	47.82	41.57	22.50	80	10.00	1	1	0	1	3.00	2.00	0.00	3.00	2.00	0.00    3.00	2.00	0.00	3.00	2.00	0.00
45	46.34	41.31	24.29	80	10.00	1	1	0	1	2.91	1.94	0.00	2.91	1.94	0.00    2.91	1.94	0.00	2.91	1.94	0.00
46	43.67	40.09	27.86	80	10.00	1	1	0	1	5.57	3.71	0.00	5.57	3.71	0.00    5.57	3.71	0.00	5.57	3.71	0.00
47	48.24	41.85	37.71	80	10.00	1	1	0	1	5.66	3.77	0.00	5.66	3.77	0.00    5.66	3.77	0.00	5.66	3.77	0.00
48	49.00	41.34	47.14	80	10.00	1	1	1	1	5.66	3.77	0.00	5.66	3.77	0.00    5.66	3.77	0.00	5.66	3.77	0.00
49	42.45	38.67	64.29	80	10.00	1	1	1	1	7.71	5.14	0.00	7.71	5.14	0.00    7.71	5.14	0.00	7.71	5.14	0.00
50	37.07	46.55	12.43	80	10.00	1	1	0	1	7.46	4.97	0.00	7.46	4.97	0.00    7.46	4.97	0.00	7.46	4.97	0.00
51	44.58	65.53	18.00	80	10.00	1	1	1	1	1.80	1.20	0.00	1.80	1.20	0.00    1.80	1.20	0.00	1.80	1.20	0.00
52	40.74	45.46	5.50	80	10.00	1	1	0	1	6.60	4.40	0.00	6.60	4.40	0.00    6.60	4.40	0.00	6.60	4.40	0.00
53	42.48	45.00	24.29	80	10.00	1	1	0	1	2.91	1.94	0.00	2.91	1.94	0.00    2.91	1.94	0.00	2.91	1.94	0.00
54	47.15	41.19	19.71	80	10.00	1	1	0	1	1.97	1.31	0.00	1.97	1.31	0.00    1.97	1.31	0.00	1.97	1.31	0.00
55	0.00	45.26	0.00	80	10.00	1	1	1	2	0.00	0.00	0.00	0.00	0.00	0.00    0.00	0.00	0.00	0.00	0.00	0.00
56	49.53	41.33	27.86	80	10.00	1	1	0	1	3.34	2.23	0.00	3.34	2.23	0.00    3.34	2.23	0.00	3.34	2.23	0.00
57	47.91	41.81	23.57	80	10.00	1	1	0	1	2.57	1.71	0.00	2.57	1.71	0.00    2.57	1.71	0.00	2.57	1.71	0.00
58	45.97	42.04	0.00	80	10.00	1	1	0	1	2.49	1.66	0.00	2.49	1.66	0.00    2.49	1.66	0.00	2.49	1.66	0.00
59	49.39	40.70	8.43	80	10.00	1	1	0	1	5.06	3.37	0.00	5.06	3.37	0.00    5.06	3.37	0.00	5.06	3.37	0.00
60	49.38	40.73	4.50	80	10.00	1	1	0	1	1.80	1.20	0.00	1.80	1.20	0.00    1.80	1.20	0.00	1.80	1.20	0.00
